Pet ID,Name,Breed,Age,Shelter ID,Adoption Link,City_x,State_x,Shelter Name,City_y,State_y,Phone,Website
76437822,Kevin,American Staffordshire Terrier,Adult,TX1174,https://www.petfinder.com/dog/kevin-76437822/tx/mckinney/legacy-humane-society-tx1174/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,McKinney,TX,Legacy Humane Society,McKinney,TX,(469) 609-7387,https://www.petfinder.com/member/us/tx/mckinney/legacy-humane-society-tx1174/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76437679,Lady & Dexter *bonded pair*,Cavalier King Charles Spaniel,Young,RI151,https://www.petfinder.com/dog/lady-and-dexter-star-bonded-pair-star-76437679/tx/dallas/altruistic-dog-rescue-ri151/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Altruistic Dog Rescue,Warren,RI,,https://www.petfinder.com/member/us/ri/warren/altruistic-dog-rescue-ri151/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76437586,Scrubb (Eustace) I (New Digs),Pit Bull Terrier,Adult,TX1730,https://www.petfinder.com/dog/scrubb-eustace-i-new-digs-76437586/tx/dallas/dallas-pets-alive-tx1730/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Pets Alive,Dallas,TX,(325) 225-5372,https://www.petfinder.com/member/us/tx/dallas/dallas-pets-alive-tx1730/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76437207,Simba,Maltese,Senior,TX26,https://www.petfinder.com/dog/simba-76437207/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,City of Fort Worth Animal Shelter,Fort Worth,TX,(817) 392-1234,https://www.petfinder.com/member/us/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76437109,Mac and Mae!!,Chihuahua,Baby,TX2779,https://www.petfinder.com/dog/mac-and-mae-76437109/tx/sanger/a-dogs-way-home-rescue-inc-tx2779/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Sanger,TX,"A Dog's Way Home Rescue, Inc.",Mathis,TX,(940) 302-0122,https://www.petfinder.com/member/us/tx/mathis/a-dogs-way-home-rescue-inc-tx2779/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76436839,58519746,Terrier,Adult,TX26,https://www.petfinder.com/dog/58519746-76436839/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,City of Fort Worth Animal Shelter,Fort Worth,TX,(817) 392-1234,https://www.petfinder.com/member/us/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76436621,Venus,Chihuahua,Adult,TX309,https://www.petfinder.com/dog/venus-76436621/tx/fort-worth/humane-society-of-north-texas-tx309/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,Humane Society of North Texas,Fort Worth,TX,(817) 332-4768,https://www.petfinder.com/member/us/tx/fort-worth/humane-society-of-north-texas-tx309/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76436624,Atlas,Mixed Breed,Adult,TX309,https://www.petfinder.com/dog/atlas-76436624/tx/fort-worth/humane-society-of-north-texas-tx309/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,Humane Society of North Texas,Fort Worth,TX,(817) 332-4768,https://www.petfinder.com/member/us/tx/fort-worth/humane-society-of-north-texas-tx309/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76436615,Harold,Mixed Breed,Young,TX309,https://www.petfinder.com/dog/harold-76436615/tx/fort-worth/humane-society-of-north-texas-tx309/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,Humane Society of North Texas,Fort Worth,TX,(817) 332-4768,https://www.petfinder.com/member/us/tx/fort-worth/humane-society-of-north-texas-tx309/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76436614,58519525,German Shepherd Dog,Adult,TX26,https://www.petfinder.com/dog/58519525-76436614/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,City of Fort Worth Animal Shelter,Fort Worth,TX,(817) 392-1234,https://www.petfinder.com/member/us/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76436612,58519514,Siberian Husky,Senior,TX26,https://www.petfinder.com/dog/58519514-76436612/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,City of Fort Worth Animal Shelter,Fort Worth,TX,(817) 392-1234,https://www.petfinder.com/member/us/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76436613,Bella,German Shepherd Dog,Adult,TX26,https://www.petfinder.com/dog/bella-76436613/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,City of Fort Worth Animal Shelter,Fort Worth,TX,(817) 392-1234,https://www.petfinder.com/member/us/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76436235,58519139,German Shepherd Dog,Adult,TX26,https://www.petfinder.com/dog/58519139-76436235/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,City of Fort Worth Animal Shelter,Fort Worth,TX,(817) 392-1234,https://www.petfinder.com/member/us/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76436233,TACO,Chihuahua,Senior,TX26,https://www.petfinder.com/dog/taco-76436233/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,City of Fort Worth Animal Shelter,Fort Worth,TX,(817) 392-1234,https://www.petfinder.com/member/us/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76436234,MUSHU,Chihuahua,Adult,TX26,https://www.petfinder.com/dog/mushu-76436234/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,City of Fort Worth Animal Shelter,Fort Worth,TX,(817) 392-1234,https://www.petfinder.com/member/us/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76436232,58519298,Pit Bull Terrier,Adult,TX26,https://www.petfinder.com/dog/58519298-76436232/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,City of Fort Worth Animal Shelter,Fort Worth,TX,(817) 392-1234,https://www.petfinder.com/member/us/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76436181,Honey,Mixed Breed,Adult,TX198,https://www.petfinder.com/dog/honey-76436181/tx/dallas/spca-of-texas-dallas-tx198/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,SPCA of Texas-Dallas,Dallas,TX,(214) 742-7722,https://www.petfinder.com/member/us/tx/dallas/spca-of-texas-dallas-tx198/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76436182,Gabby,Mixed Breed,Young,TX198,https://www.petfinder.com/dog/gabby-76436182/tx/dallas/spca-of-texas-dallas-tx198/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,SPCA of Texas-Dallas,Dallas,TX,(214) 742-7722,https://www.petfinder.com/member/us/tx/dallas/spca-of-texas-dallas-tx198/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76435843,Elvis,Cocker Spaniel,Baby,CA1308,https://www.petfinder.com/dog/elvis-76435843/tx/dallas/camp-cocker-rescue-ca1308/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Camp Cocker Rescue,Sherman Oaks,CA,,https://www.petfinder.com/member/us/ca/sherman-oaks/camp-cocker-rescue-ca1308/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76435765,webb chapel pup 2,Pit Bull Terrier,Baby,TX341,https://www.petfinder.com/dog/webb-chapel-pup-2-76435765/tx/farmers-branch/farmers-branch-animal-adoption-center-tx341/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Farmers Branch,TX,Farmers Branch Animal Adoption Center,Farmers Branch,TX,(972) 919-8770,https://www.petfinder.com/member/us/tx/farmers-branch/farmers-branch-animal-adoption-center-tx341/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76435768,brookhaven trails stray,Basset Hound,Adult,TX341,https://www.petfinder.com/dog/brookhaven-trails-stray-76435768/tx/farmers-branch/farmers-branch-animal-adoption-center-tx341/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Farmers Branch,TX,Farmers Branch Animal Adoption Center,Farmers Branch,TX,(972) 919-8770,https://www.petfinder.com/member/us/tx/farmers-branch/farmers-branch-animal-adoption-center-tx341/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76435769,webb chapel pup 1,Pit Bull Terrier,Baby,TX341,https://www.petfinder.com/dog/webb-chapel-pup-1-76435769/tx/farmers-branch/farmers-branch-animal-adoption-center-tx341/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Farmers Branch,TX,Farmers Branch Animal Adoption Center,Farmers Branch,TX,(972) 919-8770,https://www.petfinder.com/member/us/tx/farmers-branch/farmers-branch-animal-adoption-center-tx341/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76435770,Coco Puff,Yorkshire Terrier,Adult,TX341,https://www.petfinder.com/dog/coco-puff-76435770/tx/farmers-branch/farmers-branch-animal-adoption-center-tx341/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Farmers Branch,TX,Farmers Branch Animal Adoption Center,Farmers Branch,TX,(972) 919-8770,https://www.petfinder.com/member/us/tx/farmers-branch/farmers-branch-animal-adoption-center-tx341/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76435761,Celine,Mixed Breed,Baby,TX106,https://www.petfinder.com/dog/celine-76435761/tx/carrollton/operation-kindness-tx106/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Carrollton,TX,Operation Kindness,Carrollton,TX,(972) 418-PAWS (7297),https://www.petfinder.com/member/us/tx/carrollton/operation-kindness-tx106/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76435718,Charlie,Mixed Breed,Young,TX309,https://www.petfinder.com/dog/charlie-76435718/tx/fort-worth/humane-society-of-north-texas-tx309/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,Humane Society of North Texas,Fort Worth,TX,(817) 332-4768,https://www.petfinder.com/member/us/tx/fort-worth/humane-society-of-north-texas-tx309/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76435690,58518898,American Bulldog,Adult,TX26,https://www.petfinder.com/dog/58518898-76435690/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,City of Fort Worth Animal Shelter,Fort Worth,TX,(817) 392-1234,https://www.petfinder.com/member/us/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76435461,Kingston,Cocker Spaniel,Baby,CA1308,https://www.petfinder.com/dog/kingston-76435461/tx/dallas/camp-cocker-rescue-ca1308/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Camp Cocker Rescue,Sherman Oaks,CA,,https://www.petfinder.com/member/us/ca/sherman-oaks/camp-cocker-rescue-ca1308/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76435165,58518389,Retriever,Adult,TX26,https://www.petfinder.com/dog/58518389-76435165/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,City of Fort Worth Animal Shelter,Fort Worth,TX,(817) 392-1234,https://www.petfinder.com/member/us/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76435164,Habibi,Husky,Adult,TX26,https://www.petfinder.com/dog/habibi-76435164/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,City of Fort Worth Animal Shelter,Fort Worth,TX,(817) 392-1234,https://www.petfinder.com/member/us/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76435166,Tasha,Chihuahua,Adult,TX26,https://www.petfinder.com/dog/tasha-76435166/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,City of Fort Worth Animal Shelter,Fort Worth,TX,(817) 392-1234,https://www.petfinder.com/member/us/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76435167,Moana,Terrier,Adult,TX26,https://www.petfinder.com/dog/moana-76435167/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,City of Fort Worth Animal Shelter,Fort Worth,TX,(817) 392-1234,https://www.petfinder.com/member/us/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76435163,58518253,Retriever,Young,TX26,https://www.petfinder.com/dog/58518253-76435163/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,City of Fort Worth Animal Shelter,Fort Worth,TX,(817) 392-1234,https://www.petfinder.com/member/us/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76435162,58518212,Pit Bull Terrier,Adult,TX26,https://www.petfinder.com/dog/58518212-76435162/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,City of Fort Worth Animal Shelter,Fort Worth,TX,(817) 392-1234,https://www.petfinder.com/member/us/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76435161,Howdy,Mixed Breed,Young,TX26,https://www.petfinder.com/dog/howdy-76435161/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,City of Fort Worth Animal Shelter,Fort Worth,TX,(817) 392-1234,https://www.petfinder.com/member/us/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76435091,Coco,Chihuahua,Young,TX401,https://www.petfinder.com/dog/coco-76435091/tx/cedar-hill/tri-city-animal-shelter-tx401/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Cedar Hill,TX,Tri-City Animal Shelter,Cedar Hill,TX,(972) 291-5335,https://www.petfinder.com/member/us/tx/cedar-hill/tri-city-animal-shelter-tx401/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76435099,Prada,Doberman Pinscher,Adult,TX401,https://www.petfinder.com/dog/prada-76435099/tx/cedar-hill/tri-city-animal-shelter-tx401/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Cedar Hill,TX,Tri-City Animal Shelter,Cedar Hill,TX,(972) 291-5335,https://www.petfinder.com/member/us/tx/cedar-hill/tri-city-animal-shelter-tx401/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76435098,Katana,Catahoula Leopard Dog,Baby,TX401,https://www.petfinder.com/dog/katana-76435098/tx/cedar-hill/tri-city-animal-shelter-tx401/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Cedar Hill,TX,Tri-City Animal Shelter,Cedar Hill,TX,(972) 291-5335,https://www.petfinder.com/member/us/tx/cedar-hill/tri-city-animal-shelter-tx401/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76435085,Atticus,Mixed Breed,Senior,TX198,https://www.petfinder.com/dog/atticus-76435085/tx/dallas/spca-of-texas-dallas-tx198/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,SPCA of Texas-Dallas,Dallas,TX,(214) 742-7722,https://www.petfinder.com/member/us/tx/dallas/spca-of-texas-dallas-tx198/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76435074,Mumbai,Shepherd,Baby,TX106,https://www.petfinder.com/dog/mumbai-76435074/tx/carrollton/operation-kindness-tx106/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Carrollton,TX,Operation Kindness,Carrollton,TX,(972) 418-PAWS (7297),https://www.petfinder.com/member/us/tx/carrollton/operation-kindness-tx106/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76435078,Tokyo,Shepherd,Baby,TX106,https://www.petfinder.com/dog/tokyo-76435078/tx/carrollton/operation-kindness-tx106/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Carrollton,TX,Operation Kindness,Carrollton,TX,(972) 418-PAWS (7297),https://www.petfinder.com/member/us/tx/carrollton/operation-kindness-tx106/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
